text,label
잘자 사랑해 [SEP] 웅 자기도 잘자 [SEP] 빨리 보고싶다! [SEP] 자기야 혹시 부탁하나만 들어줄 수 있어? [SEP] 웅 어떤 건데?? [SEP] 00사이트에 포인트가 많이 묶여 있는데... 여자 회원만 환전할 수 있어 [SEP] 3천만원 정도 있는데 이걸로 여행 가자! [SEP] 아아 그래? 내가 어떻게 하면 될까,1
"당신의 하루가 당신의 미소만큼 밝고 당신의 마음만큼 사랑스럽기를. 네가 내 삶에 들어온 이후로 나의 날들은 밝아졌고 나의 아침들은 더 달콤해졌다. 좋은 아침이야 내 사랑스러운 여동생 [SEP] 멕시코에 도착했습니다. [SEP] 아름다운 여동생, 지금쯤 당신이 꿈나라에 있을 거라는 걸 알지만, 일어나면 저를 확인해야 해요 멕시코는 지금 오후 3시 54분이빈다 긴 여행 때문에 너무 설레고 스트레스받아요 [SEP] 저는 매우 배가 고파서 가까운 KFC에 가서 먹을 거예요 비행기 안에서 잠을 자면서 약 몇시간 동안 당신이 그리워 [SEP] 나는 간단한 식사를 하기 위해 KFC에 갈거야 나는 KFC치킨, 감자칩 그리고 KFC펩시를 먹을거야 [SEP] 응, 나는 내 검역 결과에 대해 말하고 있어 그리고 그건 긴 여행이 될거야 한국에서 멕시코까지 약 16시간 걸려 [SEP] 이것이 내가 부산에서 내 자신의 패션 가게를 만드는 방법이지만 그것은 공사 중이다. [SEP] 아니. 임대주택 아니야. 나는 대상이 되지 않아. 아파트 월세 [SEP] 공사 초창기라서 신경 많이 쓰이겠다. [SEP] 응, 나는 한국에서 임대주택에 살고 있어. 가게를 짓는 일을 마치고 곧 아파트로 이사가는 것이 기다려져. [SEP] 나는 내  일의 특성상 부동산 근처에 큰 아파트가 정말 필요하다.",1
하이 [SEP] 좋은 아침이에요 [SEP] 안녕하세요 [SEP] 바쁘세요 [SEP] ?? [SEP] 당신의 일은 어떻게 진행되었나요? [SEP] 제 이름은 현우입니다. [SEP] 이름이 뭐에요 [SEP] 어떤 일을 말하시는지? [SEP] 카카오톡으로 메시지를 보내주세요 [SEP] 내가 너에게 바로 대답할게 [SEP] 나는 카카오톡으로 너의 문자를 기다리고 있어 [SEP] 너 조용하니?,1
와 이런게 로맨스 스캠이구나 [SEP] 그게 무슨 뜻이야? [SEP] 너 지금 나를 모욕하려고 하는거야? [SEP] 네가 카카오톡을 통한 사회적 경고 떄문에 나를 추가하고 싶지 않아도 괜찮아,1
"Hello. Are you Dasom, The guide Alice recommended to me? I added your number , I want to know some itinerary you arranged for me [SEP] Sorry you had wrong number [SEP] oh! I am really sorry. I think my friend Alice gave me this number, but I don't know why it went wrong [SEP] I'm sorry if it brothers you because I used the wrong number to contact you. I hope you can forgive me [SEP] U r welcome Nevermind [SEP] Hmm Welcome to korea? [SEP] Thank you very much for your understanding, you are very kind person [SEP] By the way, are you korean?",1
저 여기서 일하는데 제가 15만원내고 [SEP] 오빠가 10만원 입금해주세용,1
"나 부업하는데 쇼핑몰 홈페이지에서 주문을 넣으면 그 차액으로 수수료 얻을수 잇거든? [SEP] 도와주면 50불 정도 줄 수 있어 [SEP] 오빠랑 나랑 이거 하면 너무 좋을 거 같아, 우리가 번 돈을 가지고 우리 여행 데이트 자금이라고 생각하고 같이 놀러가장",1
스포티파이로 수입얻는 일하고있는데 [SEP] 엉 [SEP] 내가 일이 생겨서 내 계정으로 로그인해서 홍보 미션 도와주면 10%로 줄께,1
등급올라가면 이제 환전하면돼 환전은 2분이면 바로 될거야~ [SEP] 나 여기 상황정리하고 잇을테니까 환전신청넣으면 톡줘 [SEP] 근데 누나 이렇게 환전사기하면 얼마 벌어여?,1
안녕하세요~~ [SEP] 누구세요 [SEP] 저는 싱가포르에서 온 패션디자이너이고 한국에 패션시장 답사와 여행을 계획하고 있는데 몇가지 여쭤봐도 될까요?,1
아니면 미안한데 너가 먼저 다이아 해줄수 있어? [SEP] 어차피 코인으로 같이 적립되니가 [SEP] 너가 쓴돈 ㅁ너저 환전해서 가져가고 [SEP] 나머지만 돌려주라 ㅠㅠ [SEP] 나도 힘들게 모은거라ㅠㅠ [SEP] 잠만 [SEP] 그리고 환전할때 너가 알아서 좀 더 환전해도 상관없어 ㅠㅠ [SEP] 환전할때 사레금 20만 챙겨줄테니까 니가 쓴돈이랑 사례금 20만환전해서 나머지만 돌려주라 ㅠㅠ,1
코인이 있는데 입장이 안돼요 [SEP] 다이아 등급 패키지 코인결제로 구매하실시 보유중인 코인에서 10만코인 차감되고 등급 승급됩니다 10만 코인 즉 10만원 입니다. [SEP] 아이템샵 들어가셔서 다이아 등급 패키지 구매 신청하시고 고객센터로 말씁주세요 등급 등업해드릴게요,1
"이 년 동안 나는 나의 GUCCI 그룹의 일을 추천한 이모의 남쳔에게 매우 감사하며, 주로 사치품 회사가 지명도를 높이는 데 도움을 주었고, 수입도 매우 상당합니다 [SEP] 주로 와인, 향수 및 화장품, 가죽 제품을 포함하여 kering 산하의 럭셔리 제품 홍보를 담당합니다 [SEP] 당신과 이야기할 수 있게 되어 영광입니다 [SEP] 근데 왜 저한테 대화 걸었어요?? 더 멋진 사람들도 많은데 [SEP] 하하, 어쩌면 그는 당신의 기질과 지혜가 더 매력적이라고 느꼈을지도 모릅니다 [SEP] 네, 지난번에 롯데백화점에 갔을 때 친구가 운영하는 가게에서 모델로 옷을 찍어달라고 부탁해서 도와줬어요. 오늘 정리해서 친구에게 보내주려고 해요 [SEP] 점심때 어머니 모시고 밥 먹으러 갔다가 집에 와서 물건 정리하고 다음 주 월요일에 한국으로 돌아갈 예정입니다 [SEP] 혼자 노래방에 뛰어갔습니까? [SEP] 네ㅋㅋ 혼자 노래방 오는거 좋아해요 [SEP] 너무 재미있겠다! 나는 아직 한국 노래방에 가본 적이 없어. 다음 주에 내가 돌아가서 주말에 시간이 되면 너랑 같이 노래방 가자 [SEP] 좋아요 시간이 될진 모르겠지만 [SEP] 시간되면 같이 모일 수 있어^^ [SEP] 이건 뭐에요?",1
"안녕하세요, 당신은 우리 언니의 친구 박민직 선생님입니까? [SEP] 당신에게 매우 큰 성적 호감을 느끼고 있습니다 우리에겐 침대가 필요합니다 함께 어울려 주고 있습니까?",1
"그냥 계좌하나 등록해 달라고 했을뿐인데, 설마 이런 사소한 일도 도와주기 싫은거야? [SEP] 사소하지 않아 [SEP] 개인정보에 무슨 문제가 생길까 걱정된다면, 마음대로 작성하시고, 휴대폰 번호로 계정을 등록하시면 됩니다. [SEP] 미안해 [SEP] 넌 사람을 실망시켰어",1
아직 당신과 그렇게 친하지 않아서 제 정보를 너무 많이 알려주고 싶지 않아요 [SEP] 궁금한 게 있으면 영상통화로 이야기해요 [SEP] 알려 주고 싶지않다기엔 직업까지 다 말해놓고선... [SEP] 응! 서로 천천히 솔직하게 대해야지 [SEP] 너 지금 나랑 영상통화 할 수 있어? [SEP] 흠.. 아뇨 사기범인거 같아요 당신은 나와 함께 갈수 없습니다,1
"안녕하세요~~ [SEP] 누구세요 [SEP] 저는 싱가포르에서 온 패션디자이너이고 한국에 패션시장 답사와 여행을 계획하고 이쓴데 몇가지 여쭤봐도 될까요? [SEP] 대답해주면 [SEP] 섹스해줄거에요? [SEP] 네가 자격이 있니, 바보야 [SEP] 네 엄마가 일본인과 미국인들에게 성폭행을 당해서 너를 낳은 거 아니야? 너희 어머니는 그들 밑에서 매우 기뻐하시는데, 집에 가서 보지 않느냐? 너희 엄마 보러가봐 지금 강강사건 겪고있어~  씨발...씨발...씨발...씨발...씨발...",1
안녕하세요 [SEP] 안녕하세여 사쿠라님 [SEP] 조한서 선생님 맞으신가요? 저는 사쿠라이 무설입니다. 지연이가 이미 말씀드렸을 거예요. [SEP] 아 잘못 보내써요 [SEP] 제가 이런 취향이라서 [SEP] 사람은 취급안합ㄴ디,1
"who [SEP] who are you [SEP] my name is Gao Yunfang. Are you Mr,choi who works as a tour guide in korea? [SEP] No [SEP] oh!I am really sorry [SEP] I contacted the tour guide to go to korea. But I'm sorry if I've called the wrong number and caused any inconvenience. I hope you can forgive me. [SEP] Fine [SEP] Thank you for you forgiveness, you are a kind and polite person [SEP] I am Korean half Singaporean. I was born in Jeju city but i live in now Singapore. Are you Korean? [SEP] yes. [SEP] Oh cool, I also Korean too but I'm half Korean and Singaporean,nice to meet you [SEP] By the way,Which city do you live in Korea? [SEP] yes.",1
"Where are you live in Korea? [SEP] Pyeong taek. [SEP] Pyeong is a beautiful place. I hope that when I come to your city you can take me to experience the local Characteristics .you can call me Yunfang,What should i'll called your name? [SEP] So why do you keep contacting me when I'm not the one you're looking for? [SEP] You don't know me",1
오빠 기다리는 동안 먼저 저희 텔레그램 단톡방에 입장해 주세요~ [SEP] 채팅방에 들어가면 먼저 인사 한 마디 남겨 주세요!,1
"안녕하세요, 최 의사이신가요? [SEP] 아닙니다 [SEP] 당신은 그의 친구입니까? [SEP] 죄송합니다 전혀 모르는 사람이에요 [SEP] 죄송합니다. 잘못된 사람을 추가한 것 같습니다. 제가 당신에게 문제를 일으키지 않았으면 좋겠습니다. 감사합니다. [SEP] 당신은 서울 출신이신가요? [SEP] 저는 천안이라고하는 도시 출신입니다 [SEP] 당신은 일본인입니까? [SEP] 나는 혼혈이다 [SEP] 그렇군요 혹시 최의사가 어떤 사람인지 물어도 괜찮을까요? [SEP] 그는 내 친구가 추천한 의사예요.",1
안녕하세요 [SEP] 넵 안녕하세요 [SEP] 싱가포르 사람입니다. 방금 한국에 왔습니다 [SEP] 당신은 한국 사람인가요 [SEP] 넹 맞아요 [SEP] 당신은 경북궁에 가본 적이 있습니까? [SEP] 네 가본적 있어요. 에 ㅋㅋ [SEP] 너무 예쁘다 얘 [SEP] 저는 다음 달에 할머니를 모시고 서울로 여행을 갈 계획입니다 [SEP] 네 맞아요 [SEP] 당신은 한국의 어느 도시에 살고 있습니까? [SEP] 당신은 여행을 좋아합니까? 여행은 일종의 긴장을 푸는 방법이자 정신적인 즐거움이라고 생각합니다 [SEP] 저도그렇게생각해요ㅎㅎ,1
"기회가 된다면 함께 여행할 수 있다면 정말 재미있을 것입니다 [SEP] 네 좋은일이 될수 있어요 [SEP] 한국의 서울 말고 다른 더 좋은 도시를 추천할 수 있습니까? [SEP] 인천입니다. [SEP] 인천에 '계양' 이라는 곳이 있는데, 찢칠라 라는 동물로 유명합니다. [SEP] 왜 답이 없노?",1
안녕하세요 [SEP] 맞팔 고마워욤~ [SEP] 넵! 안녕하세요~ [SEP] 넵 [SEP] 안녕하세욤~ [SEP] 인스타 자주 하세욤? [SEP] 자주는 아니고 가끔 들어오는 정도에요 ㅋㅋ [SEP] 저는 맛집 자주 둘러봐욤~ 먹는걸 좋아해서ㅋㅋ [SEP] ㅋㅋ [SEP] 맛집 자주 둘러보세욤? [SEP] 관심은 있는데 찾으러 다니는건아니에요! [SEP] 어디 가면 근처에서 찾는 정도?ㅋㅋ [SEP] 아~ 그러시구낭,1
애주가이신가 보네요ㅋㅋ [SEP] 고기집 많이 찾아다니죠 ㅋㅋ [SEP] 가끔씩 마시긴해욤 [SEP] 저도 가끔씩 마시는데 몸 관리 때문에 한동안 못 마셨어요 [SEP] 소주 몇병정도 마셔요? [SEP] 음.. 몸 관리 하기 전에는 2~3병 정도 마셨던 것 같아요. [SEP] 3병이면 4병정도 마시네요 ㅋㅋ [SEP] 앜ㅋ 그렇게 되는건가...? [SEP] 주량 대단하네ㅋㅋ [SEP] 아니에요 ㅋㅋ [SEP] 그냥 적당히 기분 좋을 때 까지만 마시는 것 같아요 [SEP] 나이 어려보이는뎅 몇살이세요? [SEP] 동생이구낭낭,1
얼굴은 저보다 동생 같으신데요 ㅋㅋㅋㅋㅋㅋ [SEP] 28이욤 [SEP] 에잇 거질말 ㅋㅋ [SEP] 진짜에요 ㅋㅋㅋㅋ [SEP] 말 이쁘게 하네 ㅋㅋ [SEP] ㅋㅋㅋㅋ [SEP] 진심이에용.. [SEP] 진짜면 고마워욤 ㅋㅋ [SEP] 카친 할래욤? 심심할때 맛집 공유해욤~ [SEP] 카카오톡 친구요? [SEP] 넹 [SEP] 카친 혹시 모르세요?? [SEP] 알아요 ㅋㅋㅋㅋㅋㅋㅋㅋ,1
전번으로 친추해욤 ~ [SEP] 아이디 기억이 안나네 [SEP] 톡 드렸어요!,1
아니면 미안한데 너가 먼저 다이아 해줄수 있어? [SEP] 어차피 코인으로 같이 적립되니까 [SEP] 너가 쓴돈 먼저 환전해서 가져가고 [SEP] 나머지만 돌려주라 ㅠㅠ [SEP] 나도 힘들게 모은거라ㅜㅜ [SEP] 잠만 [SEP] 그리고 환전할떄 너가 알아서 좀더 환전해도 상관없어ㅠㅠ [SEP] 멀티가 안돼서 [SEP] 환전할때 사례금 20만 챙겨줄테니까ㅜㅜ [SEP] 너가 쓴돈이랑 사례금 20만해서 환전해가고 [SEP] 나머지만 좀 돌려주라 ㅠㅠ 부탁할게ㅠ,1
"이벤트는 시간 제한이 있습니다. [SEP] 만날 때까지 기다린다면, 나도 너의 도움이 필요 없을 거야. [SEP] 미안해요 [SEP] 도움을 못드릴것같아요 [SEP] 뭐 때문에? 무슨 걱정을 하고 있는 거야? [SEP] 그냥 계좌 하나 등록해 달라고 했을뿐인데, 설마 이런 사소한 일에도 날 도와주기 싫은 거야? [SEP] 사소하지않아요 [SEP] 개인정보에 무슨 문제가 생길까 걱정된다면, 마음대로 작성하시고, 휴대폰 번호로 계정을 등록하시면 됩니다. [SEP] 이게 큰 일일까요? [SEP] 죄송해요 [SEP] 너는 정말 사람을 실망시켰다. [SEP] 이만한 일조차 네가 나를 도우려 하지 않을 줄은 생각지도 못했다",1
코인이 있는데 입장이 안돼요 [SEP] 라이브 방송은 출금계좌등록된 회원분들만 입장이 가능하구요 출금계좌등록하실려면 다이아 회원 등급부터 가능합니다 [SEP] 다이아 등급 패키지 코인결제로 구매하실시 보유중인 코인에서 10만 코인 차감되고 등급 승급 됩니다 10만 코인 즉 10만원입니다 [SEP] 아이템샵 들어가셔서 다이아 등급 패키지 구매 신청하시고 고객센ㄴ터로 말씀주세요 등급 등업해드릴게요 [SEP] 아 [SEP] 저희 사이트는 해킹 및 도용을 차단하기 위해서 1계정 1계좌 등록시스템이라서 계좌번호 변경이 불가능 합니다 [SEP] 추천코드 드리면 새로운 계정을 만들어서 코인 이전 받으신후 다시 환전신청을 하셔야 됩니다 [SEP] 추천코드 941967 입니다 새로운 계정 만드시고 고객센터로 회원님 현 계정 아이디랑 이전신청하실 코인 300만이라말씀해주시면 됩니다. [SEP] 보내고 말씀주세요,1
un에서 너 체포할거래 [SEP] What are you even talking about? [SEP] 외국환거래법 위반 [SEP] hey [SEP] did u arrested already? [SEP] in syria Us army dont be there [SEP] every US ARMY come backed USA [SEP] fuxk u,1
ㅠㅠ [SEP] 아니면 너가 받을수있는지 확인해볼래..? 받을수있으면 사례금이라도 조금 챙겨줄게 [SEP] 내가? [SEP] 응.. [SEP] 팬더곰하이즈? [SEP] 첨들어보는데,1
혹시.. 진심으로.... 사귀는거 말고 나랑 진심으로 친구 되어줄사람없어....? 씨디 트젠 러버 일반여자 일반남자도 상관없으니까...  같이 있어죠...T 연락하고 지내고싶어....연락하고 지내는 사람이 없으니까... 같이 놀러가구 술먹고 얘기하구..... 라인 357887630,1
요즘 호르몬 분비가 너무 잘 되고 잇나봐요 시도떄도 없이 꼴려서.. 겨우겨우 참아요! 라인 hhy7743,1
"그래요, 저는 지금 이 식당에 도착했어요, 오늘은 사람이 많은 것 같아요, 줄도 서야 하고. 지그므 음식이 옹기를 기다리고 있습니다. 오늘 음식 리뷰 블로거 한번 해볼 수 있을 것 같습니다 [SEP] 새로 생긴 식당이라 사람이 많은가봐요 [SEP] 매운 음식을 잘 먹습니까? [SEP] 네, 새로 오픈한 식당인데다 음식이 맛있다고 해서요. 그래서 일부러 여기까지 와봤습니다 [SEP] 음식이 입맛에 맞기를 바랍니다 [SEP] 저는 조금밖에 못 먹어요 제가 불닭볶음면을 한번 해봤거든요.친구의 추천으로 먹었는데 전혀 맵지 않다고 합니다.",1
당신의 동의 없이 내가 무슨 짓을 했습니까? [SEP] 당신이 가장 필요한 지금 나에게 왜 이러는 걸까요?,1
그 일본인이 추천한 곳에 투자를 했는데 [SEP] 회수해서 여기에 넣어야죠 [SEP] 그게 제 모든 재산이에요 [SEP] 오빠 언제 입금했어요 [SEP] 30분전에요... 근데 잠시만요... 인출을 하려면 20%돈이더 필요하다고해요.. 뭐죠? [SEP] 오빠 캡처해서 보내줘도 돼 [SEP] 아뇨 미유씨추천한 사이트가 아니라서... [SEP] 이거 없으면 저 거지되요ㅠㅠ [SEP] 6천만원을 어디서 구하죠?ㅠㅠ [SEP] 빌려주시면 제가 7천만원으로 갚을게요.. [SEP] 그러니까 오빠는 너네 대화 기록을 캡처해서 나한테 [SEP] 오빠 30분 전에 입금 캡처해서 보내줄 수 있어?,1
"무엇을 하고 계신가요? [SEP] 점심 드셨나요? [SEP] 누구세요 [SEP] 나는 카와다 유코야, 너는 나를 모르니? [SEP] 네 [SEP] 저를 아실까요? [SEP] 당신은 최수빈 씨인가요? [SEP] 아니요 저는 최수빈님이 아니에요 [SEP] 아니요 저는 최수빈님이 아니에요 [SEP] 저는 방금 제가 번호를 잘못 입력한 것 같다는 걸 알았습니다. 정말 어색하네요",1
